ReefName,ReefLabel,SurveyDate,Bottomtime,Cohort1,Cohort2,Cohort3,Cohort4
Llewellyn Reef (23-078),23-078,2020-09-10T00:00:00Z,368,0,0,3,11
Llewellyn Reef (23-078),23-078,2020-09-10T00:00:00Z,328,0,0,4,2
Llewellyn Reef (23-078),23-078,2020-09-10T00:00:00Z,336,1,2,20,21
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,108,0,2,1,0
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,120,6,1,3,2
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,112,3,2,0,0
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,192,7,10,2,3
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,112,1,0,1,1
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,216,10,9,2,2
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,220,1,1,5,1
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,220,9,2,3,6
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,208,1,1,3,1
John Brewer Reef (18-075),18-075,2020-09-10T00:00:00Z,212,1,1,0,1
Boult Reef (23-079),23-079,2020-09-09T00:00:00Z,396,0,5,11,19
Boult Reef (23-079),23-079,2020-09-09T00:00:00Z,206,0,1,4,9
Boult Reef (23-079),23-079,2020-09-09T00:00:00Z,256,2,7,18,9
Boult Reef (23-079),23-079,2020-09-09T00:00:00Z,400,1,4,13,9
Michaelmas Reef (16-060),16-060,2020-09-09T00:00:00Z,223,4,0,0,0
Michaelmas Reef (16-060),16-060,2020-09-09T00:00:00Z,240,2,0,0,0
Arlington Reef (16-064),16-064,2020-09-09T00:00:00Z,240,1,0,0,0
Lady Musgrave Reef (23-082a),23-082a,2020-09-08T00:00:00Z,38,0,0,0,0
Lady Musgrave Reef (23-082a),23-082a,2020-09-08T00:00:00Z,275,0,1,7,6
Lady Musgrave Reef (23-082a),23-082a,2020-09-08T00:00:00Z,444,2,10,12,6
Lady Musgrave Reef (23-082a),23-082a,2020-09-08T00:00:00Z,320,1,9,15,4
Trunk Reef (18-027),18-027,2020-09-08T00:00:00Z,280,0,0,11,4
Trunk Reef (18-027),18-027,2020-09-08T00:00:00Z,249,0,0,10,10
Trunk Reef (18-027),18-027,2020-09-08T00:00:00Z,280,0,0,6,1
Trunk Reef (18-027),18-027,2020-09-08T00:00:00Z,250,0,3,3,0
Arlington Reef (16-064),16-064,2020-09-08T00:00:00Z,240,0,0,0,0
Arlington Reef (16-064),16-064,2020-09-08T00:00:00Z,212,0,0,0,0
Arlington Reef (16-064),16-064,2020-09-08T00:00:00Z,213,1,0,0,0
Arlington Reef (16-064),16-064,2020-09-08T00:00:00Z,240,0,2,0,0
Lady Musgrave Reef (23-082a),23-082a,2020-09-07T00:00:00Z,292,0,1,2,3
Trunk Reef (18-027),18-027,2020-09-07T00:00:00Z,246,0,0,16,13
Trunk Reef (18-027),18-027,2020-09-07T00:00:00Z,280,0,4,12,7
Trunk Reef (18-027),18-027,2020-09-07T00:00:00Z,280,0,1,13,8
Trunk Reef (18-027),18-027,2020-09-07T00:00:00Z,247,0,0,6,3
John Brewer Reef (18-075),18-075,2020-09-07T00:00:00Z,148,2,0,2,5
John Brewer Reef (18-075),18-075,2020-09-07T00:00:00Z,148,0,1,1,4
John Brewer Reef (18-075),18-075,2020-09-07T00:00:00Z,240,9,16,18,4
John Brewer Reef (18-075),18-075,2020-09-07T00:00:00Z,220,9,15,21,8
John Brewer Reef (18-075),18-075,2020-09-07T00:00:00Z,56,0,3,0,1
John Brewer Reef (18-075),18-075,2020-09-07T00:00:00Z,56,3,0,3,1
John Brewer Reef (18-075),18-075,2020-09-06T00:00:00Z,212,8,12,14,16
John Brewer Reef (18-075),18-075,2020-09-06T00:00:00Z,240,8,7,1,2
John Brewer Reef (18-075),18-075,2020-09-06T00:00:00Z,217,5,5,6,9
John Brewer Reef (18-075),18-075,2020-09-06T00:00:00Z,220,6,7,9,5
John Brewer Reef (18-075),18-075,2020-09-06T00:00:00Z,228,7,3,3,1
John Brewer Reef (18-075),18-075,2020-09-06T00:00:00Z,216,6,14,16,7
John Brewer Reef (18-075),18-075,2020-09-06T00:00:00Z,228,4,14,7,3
John Brewer Reef (18-075),18-075,2020-09-06T00:00:00Z,200,9,11,4,6
Round-Russell Reef (17-013),17-013,2020-09-06T00:00:00Z,320,12,15,5,0
Round-Russell Reef (17-013),17-013,2020-09-06T00:00:00Z,320,27,29,3,0
Norman Reef (16-030),16-030,2020-09-06T00:00:00Z,214,0,0,0,0
Norman Reef (16-030),16-030,2020-09-06T00:00:00Z,224,0,0,0,0
Norman Reef (16-030),16-030,2020-09-06T00:00:00Z,240,0,0,0,0
Norman Reef (16-030),16-030,2020-09-06T00:00:00Z,240,0,0,0,0
Keeper Reef (18-079),18-079,2020-09-05T00:00:00Z,200,3,8,10,10
Keeper Reef (18-079),18-079,2020-09-05T00:00:00Z,200,0,1,2,0
Keeper Reef (18-079),18-079,2020-09-05T00:00:00Z,212,2,5,5,20
Keeper Reef (18-079),18-079,2020-09-05T00:00:00Z,196,5,15,5,2
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-05T00:00:00Z,305,0,1,1,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-05T00:00:00Z,304,0,3,2,1
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-05T00:00:00Z,307,0,0,1,0
Michaelmas Reef (16-060),16-060,2020-09-05T00:00:00Z,220,1,0,0,0
Michaelmas Reef (16-060),16-060,2020-09-05T00:00:00Z,221,0,0,0,0
Michaelmas Reef (16-060),16-060,2020-09-05T00:00:00Z,240,1,0,0,0
Michaelmas Reef (16-060),16-060,2020-09-05T00:00:00Z,224,0,0,0,0
Keeper Reef (18-079),18-079,2020-09-04T00:00:00Z,221,3,6,2,1
Keeper Reef (18-079),18-079,2020-09-04T00:00:00Z,214,1,1,4,1
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-04T00:00:00Z,304,1,2,0,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-04T00:00:00Z,320,0,2,0,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-04T00:00:00Z,320,1,0,1,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-04T00:00:00Z,301,1,1,3,1
Michaelmas Reef (16-060),16-060,2020-09-04T00:00:00Z,240,2,1,0,0
Michaelmas Reef (16-060),16-060,2020-09-04T00:00:00Z,240,5,0,0,0
Michaelmas Reef (16-060),16-060,2020-09-04T00:00:00Z,213,3,2,0,0
Michaelmas Reef (16-060),16-060,2020-09-04T00:00:00Z,216,1,0,0,0
Keeper Reef (18-079),18-079,2020-09-03T00:00:00Z,200,0,0,0,1
Keeper Reef (18-079),18-079,2020-09-03T00:00:00Z,208,1,0,2,0
Keeper Reef (18-079),18-079,2020-09-03T00:00:00Z,200,5,9,13,1
Keeper Reef (18-079),18-079,2020-09-03T00:00:00Z,160,3,0,0,0
Keeper Reef (18-079),18-079,2020-09-03T00:00:00Z,200,5,7,2,2
Keeper Reef (18-079),18-079,2020-09-03T00:00:00Z,172,1,4,2,0
Keeper Reef (18-079),18-079,2020-09-03T00:00:00Z,212,1,2,1,2
Keeper Reef (18-079),18-079,2020-09-03T00:00:00Z,180,1,1,1,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-03T00:00:00Z,320,8,16,46,21
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-03T00:00:00Z,301,4,24,32,20
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-03T00:00:00Z,320,3,10,46,16
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-03T00:00:00Z,302,2,16,43,10
Michaelmas Reef (16-060),16-060,2020-09-03T00:00:00Z,240,15,3,2,0
Michaelmas Reef (16-060),16-060,2020-09-03T00:00:00Z,220,4,0,0,0
Michaelmas Reef (16-060),16-060,2020-09-03T00:00:00Z,223,15,2,0,0
Michaelmas Reef (16-060),16-060,2020-09-03T00:00:00Z,240,2,2,0,0
Keeper Reef (18-079),18-079,2020-09-02T00:00:00Z,164,0,0,0,0
Keeper Reef (18-079),18-079,2020-09-02T00:00:00Z,160,0,0,0,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-02T00:00:00Z,320,0,18,32,43
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-02T00:00:00Z,295,1,23,41,44
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-02T00:00:00Z,300,0,49,74,23
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-02T00:00:00Z,320,0,59,67,63
Michaelmas Reef (16-060),16-060,2020-09-02T00:00:00Z,240,1,0,0,0
Michaelmas Reef (16-060),16-060,2020-09-02T00:00:00Z,221,1,1,0,0
Michaelmas Reef (16-060),16-060,2020-09-02T00:00:00Z,244,0,0,0,0
Michaelmas Reef (16-060),16-060,2020-09-02T00:00:00Z,280,0,0,0,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-01T00:00:00Z,302,6,18,16,8
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-01T00:00:00Z,320,3,13,2,5
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-01T00:00:00Z,300,4,15,19,7
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-09-01T00:00:00Z,302,0,0,6,4
Llewellyn Reef (23-078),23-078,2020-08-31T00:00:00Z,242,0,2,6,36
Llewellyn Reef (23-078),23-078,2020-08-31T00:00:00Z,184,0,3,1,8
Llewellyn Reef (23-078),23-078,2020-08-31T00:00:00Z,24,0,0,0,0
Llewellyn Reef (23-078),23-078,2020-08-31T00:00:00Z,208,0,2,8,23
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-31T00:00:00Z,304,0,6,0,4
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-31T00:00:00Z,300,3,1,2,15
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-31T00:00:00Z,301,5,6,5,11
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-31T00:00:00Z,320,0,15,4,11
Llewellyn Reef (23-078),23-078,2020-08-30T00:00:00Z,258,0,1,7,40
Llewellyn Reef (23-078),23-078,2020-08-30T00:00:00Z,224,0,0,5,15
Llewellyn Reef (23-078),23-078,2020-08-30T00:00:00Z,248,0,2,20,100
Llewellyn Reef (23-078),23-078,2020-08-30T00:00:00Z,248,0,3,8,14
Llewellyn Reef (23-078),23-078,2020-08-30T00:00:00Z,250,0,0,6,5
Llewellyn Reef (23-078),23-078,2020-08-30T00:00:00Z,285,0,3,20,81
Llewellyn Reef (23-078),23-078,2020-08-29T00:00:00Z,244,0,1,6,17
Llewellyn Reef (23-078),23-078,2020-08-29T00:00:00Z,256,0,1,6,11
Llewellyn Reef (23-078),23-078,2020-08-28T00:00:00Z,26,0,0,1,0
Llewellyn Reef (23-078),23-078,2020-08-28T00:00:00Z,249,1,2,11,15
Llewellyn Reef (23-078),23-078,2020-08-28T00:00:00Z,204,1,4,12,26
Llewellyn Reef (23-078),23-078,2020-08-28T00:00:00Z,222,1,2,11,9
Llewellyn Reef (23-078),23-078,2020-08-28T00:00:00Z,244,0,3,14,51
Llewellyn Reef (23-078),23-078,2020-08-28T00:00:00Z,25,0,0,0,0
Llewellyn Reef (23-078),23-078,2020-08-28T00:00:00Z,32,0,0,0,0
Llewellyn Reef (23-078),23-078,2020-08-28T00:00:00Z,42,0,0,2,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-28T00:00:00Z,320,0,6,2,2
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-28T00:00:00Z,297,0,3,2,4
Boult Reef (23-079),23-079,2020-08-27T00:00:00Z,430,0,4,4,6
Boult Reef (23-079),23-079,2020-08-27T00:00:00Z,228,0,2,9,7
Boult Reef (23-079),23-079,2020-08-27T00:00:00Z,475,4,8,18,20
Boult Reef (23-079),23-079,2020-08-27T00:00:00Z,240,2,3,4,6
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-27T00:00:00Z,307,0,5,2,1
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-27T00:00:00Z,290,2,3,6,8
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-27T00:00:00Z,301,1,1,3,5
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-27T00:00:00Z,301,1,4,3,10
Boult Reef (23-079),23-079,2020-08-26T00:00:00Z,196,0,1,2,5
Boult Reef (23-079),23-079,2020-08-26T00:00:00Z,172,0,1,3,4
Hoskyn Islands Reef (23-080),23-080,2020-08-26T00:00:00Z,220,2,3,3,5
Hoskyn Islands Reef (23-080),23-080,2020-08-26T00:00:00Z,256,0,1,4,3
Boult Reef (23-079),23-079,2020-08-26T00:00:00Z,164,0,1,1,4
Boult Reef (23-079),23-079,2020-08-26T00:00:00Z,208,0,1,3,2
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-26T00:00:00Z,287,1,2,0,2
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-26T00:00:00Z,302,0,10,0,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-26T00:00:00Z,300,0,2,2,2
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-26T00:00:00Z,305,1,4,0,0
Michaelmas Reef (16-060),16-060,2020-08-26T00:00:00Z,240,1,2,0,0
Michaelmas Reef (16-060),16-060,2020-08-26T00:00:00Z,220,14,0,0,0
Michaelmas Reef (16-060),16-060,2020-08-26T00:00:00Z,240,11,2,0,0
Michaelmas Reef (16-060),16-060,2020-08-26T00:00:00Z,221,0,0,0,0
Hoskyn Islands Reef (23-080),23-080,2020-08-25T00:00:00Z,262,1,0,0,0
Hoskyn Islands Reef (23-080),23-080,2020-08-25T00:00:00Z,204,0,0,1,2
Hoskyn Islands Reef (23-080),23-080,2020-08-25T00:00:00Z,207,0,0,0,0
Hoskyn Islands Reef (23-080),23-080,2020-08-25T00:00:00Z,259,0,1,0,0
Hoskyn Islands Reef (23-080),23-080,2020-08-25T00:00:00Z,185,0,0,0,0
Hoskyn Islands Reef (23-080),23-080,2020-08-25T00:00:00Z,286,1,2,0,0
Bramble Reef (18-029),18-029,2020-08-25T00:00:00Z,334,4,4,2,0
Bramble Reef (18-029),18-029,2020-08-25T00:00:00Z,336,3,3,0,0
Bramble Reef (18-029),18-029,2020-08-25T00:00:00Z,360,2,5,0,0
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,132,3,10,2,0
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,114,2,0,0,0
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,176,0,0,0,0
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,216,3,1,1,0
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,140,3,7,1,0
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,144,0,0,1,0
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,164,1,0,0,1
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,208,3,2,0,0
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,60,0,0,1,0
Keeper Reef (18-079),18-079,2020-08-25T00:00:00Z,60,0,0,0,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-25T00:00:00Z,301,0,1,0,0
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-25T00:00:00Z,307,1,2,0,1
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-25T00:00:00Z,295,0,0,1,1
(Big) Broadhurst Reef (No 1) (18-100a),18-100a,2020-08-25T00:00:00Z,300,1,0,2,0
Norman Reef (16-030),16-030,2020-08-25T00:00:00Z,210,0,0,0,0
Norman Reef (16-030),16-030,2020-08-25T00:00:00Z,240,0,0,0,0
Saxon Reef (16-032),16-032,2020-08-25T00:00:00Z,240,0,0,0,0
Saxon Reef (16-032),16-032,2020-08-25T00:00:00Z,214,0,0,0,0
Fairfax Islands Reef (23-081),23-081,2020-08-24T00:00:00Z,232,0,2,5,7
Fairfax Islands Reef (23-081),23-081,2020-08-24T00:00:00Z,395,1,4,3,3
Fairfax Islands Reef (23-081),23-081,2020-08-24T00:00:00Z,312,4,8,4,3
Fairfax Islands Reef (23-081),23-081,2020-08-24T00:00:00Z,200,0,1,2,1
Fore And Aft Reef (18-043),18-043,2020-08-24T00:00:00Z,330,5,10,8,5
Fore And Aft Reef (18-043),18-043,2020-08-24T00:00:00Z,330,8,14,12,9
Fore And Aft Reef (18-043),18-043,2020-08-24T00:00:00Z,330,9,9,16,7
Fore And Aft Reef (18-043),18-043,2020-08-24T00:00:00Z,330,2,11,14,4
Keeper Reef (18-079),18-079,2020-08-24T00:00:00Z,200,32,10,2,3
Keeper Reef (18-079),18-079,2020-08-24T00:00:00Z,224,12,5,5,4
Keeper Reef (18-079),18-079,2020-08-24T00:00:00Z,220,1,6,4,3
Keeper Reef (18-079),18-079,2020-08-24T00:00:00Z,208,6,13,3,0
Keeper Reef (18-079),18-079,2020-08-24T00:00:00Z,200,11,1,0,0
Keeper Reef (18-079),18-079,2020-08-24T00:00:00Z,160,4,2,0,4
Keeper Reef (18-079),18-079,2020-08-24T00:00:00Z,220,3,2,2,5
Keeper Reef (18-079),18-079,2020-08-24T00:00:00Z,168,2,1,1,2
Saxon Reef (16-032),16-032,2020-08-24T00:00:00Z,240,0,0,0,2
Saxon Reef (16-032),16-032,2020-08-24T00:00:00Z,223,0,0,0,1
Saxon Reef (16-032),16-032,2020-08-24T00:00:00Z,240,0,0,0,1
Saxon Reef (16-032),16-032,2020-08-24T00:00:00Z,216,1,0,0,0
Lady Musgrave Reef (23-082a),23-082a,2020-08-23T00:00:00Z,180,0,0,0,1
Lady Musgrave Reef (23-082a),23-082a,2020-08-23T00:00:00Z,296,0,1,4,4
Lady Musgrave Reef (23-082a),23-082a,2020-08-23T00:00:00Z,252,0,2,0,1
Lady Musgrave Reef (23-082a),23-082a,2020-08-23T00:00:00Z,120,0,1,1,1
Fore And Aft Reef (18-043),18-043,2020-08-23T00:00:00Z,360,0,1,4,5
Fore And Aft Reef (18-043),18-043,2020-08-23T00:00:00Z,329,0,3,0,0
Fore And Aft Reef (18-043),18-043,2020-08-23T00:00:00Z,330,0,1,1,5
Fore And Aft Reef (18-043),18-043,2020-08-23T00:00:00Z,327,0,2,3,1
Keeper Reef (18-079),18-079,2020-08-23T00:00:00Z,200,5,2,3,0
Keeper Reef (18-079),18-079,2020-08-23T00:00:00Z,200,1,1,0,0
Keeper Reef (18-079),18-079,2020-08-23T00:00:00Z,220,2,3,7,1
Keeper Reef (18-079),18-079,2020-08-23T00:00:00Z,200,8,0,2,1
Keeper Reef (18-079),18-079,2020-08-23T00:00:00Z,200,2,3,1,0
Keeper Reef (18-079),18-079,2020-08-23T00:00:00Z,200,2,3,2,0
Keeper Reef (18-079),18-079,2020-08-23T00:00:00Z,220,1,1,1,1
Keeper Reef (18-079),18-079,2020-08-23T00:00:00Z,200,0,2,1,2
Lady Musgrave Reef (23-082a),23-082a,2020-08-22T00:00:00Z,168,2,2,0,1
Lady Musgrave Reef (23-082a),23-082a,2020-08-22T00:00:00Z,319,1,1,0,0
Lady Musgrave Reef (23-082a),23-082a,2020-08-22T00:00:00Z,360,0,3,10,5
Lady Musgrave Reef (23-082a),23-082a,2020-08-22T00:00:00Z,312,1,5,7,4
Lady Musgrave Reef (23-082a),23-082a,2020-08-22T00:00:00Z,160,0,1,3,2
Fore And Aft Reef (18-043),18-043,2020-08-22T00:00:00Z,360,6,17,8,6
Fore And Aft Reef (18-043),18-043,2020-08-22T00:00:00Z,337,4,10,8,9
Fore And Aft Reef (18-043),18-043,2020-08-22T00:00:00Z,360,4,8,15,5
Fore And Aft Reef (18-043),18-043,2020-08-22T00:00:00Z,340,4,10,10,4
Keeper Reef (18-079),18-079,2020-08-22T00:00:00Z,188,0,2,5,0
Keeper Reef (18-079),18-079,2020-08-22T00:00:00Z,172,0,0,2,0
Keeper Reef (18-079),18-079,2020-08-22T00:00:00Z,180,5,3,0,0
Keeper Reef (18-079),18-079,2020-08-22T00:00:00Z,220,0,0,0,0
Lady Musgrave Reef (23-082a),23-082a,2020-08-21T00:00:00Z,147,0,1,5,1
Lady Musgrave Reef (23-082a),23-082a,2020-08-21T00:00:00Z,370,1,1,5,2
Lady Musgrave Reef (23-082a),23-082a,2020-08-21T00:00:00Z,168,0,1,4,3
Lady Musgrave Reef (23-082a),23-082a,2020-08-21T00:00:00Z,184,0,1,0,1
Round-Russell Reef (17-013),17-013,2020-08-21T00:00:00Z,339,32,29,20,0
Round-Russell Reef (17-013),17-013,2020-08-21T00:00:00Z,343,80,115,37,0
Round-Russell Reef (17-013),17-013,2020-08-21T00:00:00Z,344,28,27,4,0
Round-Russell Reef (17-013),17-013,2020-08-21T00:00:00Z,360,19,33,10,0
Michaelmas Reef (16-060),16-060,2020-08-21T00:00:00Z,220,0,0,0,0
Michaelmas Reef (16-060),16-060,2020-08-21T00:00:00Z,215,0,0,0,0
Bramble Reef (18-029),18-029,2020-08-20T00:00:00Z,360,0,1,1,0
Bramble Reef (18-029),18-029,2020-08-20T00:00:00Z,360,0,0,0,0
Bramble Reef (18-029),18-029,2020-08-20T00:00:00Z,360,1,0,0,0
Bramble Reef (18-029),18-029,2020-08-20T00:00:00Z,360,0,0,0,0
Boult Reef (23-079),23-079,2020-08-17T00:00:00Z,343,0,3,23,6
Boult Reef (23-079),23-079,2020-08-17T00:00:00Z,373,1,0,6,4
Boult Reef (23-079),23-079,2020-08-16T00:00:00Z,317,0,1,5,22
Boult Reef (23-079),23-079,2020-08-16T00:00:00Z,271,0,0,11,21
Boult Reef (23-079),23-079,2020-08-16T00:00:00Z,404,0,11,24,38
Boult Reef (23-079),23-079,2020-08-15T00:00:00Z,410,0,4,17,22
Boult Reef (23-079),23-079,2020-08-15T00:00:00Z,329,0,3,23,13
Boult Reef (23-079),23-079,2020-08-15T00:00:00Z,463,1,7,17,19
John Brewer Reef (18-075),18-075,2020-08-15T00:00:00Z,240,15,10,9,12
John Brewer Reef (18-075),18-075,2020-08-15T00:00:00Z,184,2,0,1,2
John Brewer Reef (18-075),18-075,2020-08-15T00:00:00Z,184,5,3,2,3
John Brewer Reef (18-075),18-075,2020-08-15T00:00:00Z,208,3,1,0,2
John Brewer Reef (18-075),18-075,2020-08-15T00:00:00Z,216,2,0,1,1
John Brewer Reef (18-075),18-075,2020-08-15T00:00:00Z,240,9,27,7,13
Hoskyn Islands Reef (23-080),23-080,2020-08-14T00:00:00Z,372,2,5,25,31
Hoskyn Islands Reef (23-080),23-080,2020-08-14T00:00:00Z,343,0,1,6,5
Hoskyn Islands Reef (23-080),23-080,2020-08-14T00:00:00Z,352,6,6,21,26
Hoskyn Islands Reef (23-080),23-080,2020-08-14T00:00:00Z,264,0,4,8,4
John Brewer Reef (18-075),18-075,2020-08-14T00:00:00Z,200,39,20,13,16
John Brewer Reef (18-075),18-075,2020-08-14T00:00:00Z,184,1,0,8,3
John Brewer Reef (18-075),18-075,2020-08-14T00:00:00Z,212,2,5,7,3
John Brewer Reef (18-075),18-075,2020-08-14T00:00:00Z,168,1,1,2,3
John Brewer Reef (18-075),18-075,2020-08-14T00:00:00Z,240,16,55,33,3
John Brewer Reef (18-075),18-075,2020-08-14T00:00:00Z,200,11,4,5,10
John Brewer Reef (18-075),18-075,2020-08-14T00:00:00Z,216,6,9,11,1
John Brewer Reef (18-075),18-075,2020-08-14T00:00:00Z,200,11,4,4,0
Fairfax Islands Reef (23-081),23-081,2020-08-13T00:00:00Z,373,1,1,2,2
Fairfax Islands Reef (23-081),23-081,2020-08-13T00:00:00Z,371,2,7,10,13
John Brewer Reef (18-075),18-075,2020-08-13T00:00:00Z,216,6,3,2,2
John Brewer Reef (18-075),18-075,2020-08-13T00:00:00Z,196,1,2,2,2
John Brewer Reef (18-075),18-075,2020-08-13T00:00:00Z,212,3,1,1,3
John Brewer Reef (18-075),18-075,2020-08-13T00:00:00Z,200,6,6,8,8
John Brewer Reef (18-075),18-075,2020-08-13T00:00:00Z,224,3,8,7,2
John Brewer Reef (18-075),18-075,2020-08-13T00:00:00Z,220,7,7,3,5
Fairfax Islands Reef (23-081),23-081,2020-08-12T00:00:00Z,394,0,4,21,56
Fairfax Islands Reef (23-081),23-081,2020-08-12T00:00:00Z,364,0,1,5,6
Lady Musgrave Reef (23-082a),23-082a,2020-08-12T00:00:00Z,21,0,1,0,0
Lady Musgrave Reef (23-082a),23-082a,2020-08-12T00:00:00Z,236,0,1,3,4
Fairfax Islands Reef (23-081),23-081,2020-08-12T00:00:00Z,331,0,0,4,5
Fairfax Islands Reef (23-081),23-081,2020-08-12T00:00:00Z,423,0,1,3,24
Sudbury Reef (No 1) (17-001a),17-001a,2020-08-12T00:00:00Z,280,0,0,0,0
Sudbury Reef (No 1) (17-001a),17-001a,2020-08-12T00:00:00Z,280,1,1,0,0
Sudbury Reef (No 1) (17-001a),17-001a,2020-08-12T00:00:00Z,280,5,0,0,0
Sudbury Reef (No 1) (17-001a),17-001a,2020-08-12T00:00:00Z,280,0,0,0,0
John Brewer Reef (18-075),18-075,2020-08-12T00:00:00Z,188,2,5,7,10
John Brewer Reef (18-075),18-075,2020-08-12T00:00:00Z,196,2,2,4,10
John Brewer Reef (18-075),18-075,2020-08-12T00:00:00Z,200,3,2,3,4
John Brewer Reef (18-075),18-075,2020-08-12T00:00:00Z,200,6,5,4,21
John Brewer Reef (18-075),18-075,2020-08-12T00:00:00Z,212,3,2,7,9
John Brewer Reef (18-075),18-075,2020-08-12T00:00:00Z,208,4,2,6,7
John Brewer Reef (18-075),18-075,2020-08-12T00:00:00Z,200,2,5,6,17
John Brewer Reef (18-075),18-075,2020-08-12T00:00:00Z,200,1,1,8,11
Fairfax Islands Reef (23-081),23-081,2020-08-11T00:00:00Z,381,5,7,20,37
Lady Musgrave Reef (23-082a),23-082a,2020-08-11T00:00:00Z,350,2,4,6,6
Sudbury Reef (No 1) (17-001a),17-001a,2020-08-11T00:00:00Z,280,0,0,0,0
Sudbury Reef (No 1) (17-001a),17-001a,2020-08-11T00:00:00Z,280,0,1,0,0
John Brewer Reef (18-075),18-075,2020-08-11T00:00:00Z,220,5,4,6,3
John Brewer Reef (18-075),18-075,2020-08-11T00:00:00Z,208,6,15,10,5
John Brewer Reef (18-075),18-075,2020-08-11T00:00:00Z,224,7,13,7,6
John Brewer Reef (18-075),18-075,2020-08-11T00:00:00Z,220,2,4,1,4
John Brewer Reef (18-075),18-075,2020-08-11T00:00:00Z,216,5,4,3,4
John Brewer Reef (18-075),18-075,2020-08-11T00:00:00Z,208,5,9,6,11
John Brewer Reef (18-075),18-075,2020-08-11T00:00:00Z,220,7,10,11,8
John Brewer Reef (18-075),18-075,2020-08-11T00:00:00Z,212,7,9,8,7
St Crispin Reef (16-019),16-019,2020-08-11T00:00:00Z,210,0,0,1,0
St Crispin Reef (16-019),16-019,2020-08-11T00:00:00Z,240,0,0,0,0
Lady Musgrave Reef (23-082a),23-082a,2020-08-10T00:00:00Z,166,2,1,4,5
Lady Musgrave Reef (23-082a),23-082a,2020-08-10T00:00:00Z,238,0,3,5,6
Lady Musgrave Reef (23-082a),23-082a,2020-08-10T00:00:00Z,175,1,1,4,5
Lady Musgrave Reef (23-082a),23-082a,2020-08-10T00:00:00Z,169,0,0,6,6
